y_true,x,y_pred_linear_mse,y_pred_LR_mse,y_pred_RF_mse,y_pred_linear_custom_loss
0.2274551509579365,1.06006006006006,0.1892,0.1881105043471196,0.2277641723750473,0.2189
0.2269724930032199,1.062062062062062,0.189,0.1878777252375513,0.2269966775643651,0.2186
0.2264899514684368,1.064064064064064,0.1887,0.187644946127983,0.2265382466501712,0.2183
0.2260075299700247,1.066066066066066,0.1885,0.1874121670184147,0.2259882616200952,0.2178
0.2255252321152834,1.068068068068068,0.1882,0.1871793879088464,0.2256168825963381,0.2174
0.2250430615023368,1.07007007007007,0.1882,0.1869466087992781,0.225139508672015,0.2167
0.224561021720095,1.072072072072072,0.1877,0.1867138296897098,0.2247104766158867,0.2167
0.2240791163482165,1.074074074074074,0.1875,0.1864810505801415,0.2242381777357153,0.2164
0.2235973489570704,1.076076076076076,0.1873,0.1862482714705732,0.2237226679246289,0.2161
0.2231157231076997,1.078078078078078,0.187,0.1860154923610049,0.2233855144088231,0.2161
0.2226342423517839,1.08008008008008,0.187,0.1857827132514366,0.2225861696901064,0.2151
0.2221529102316024,1.082082082082082,0.1865,0.1855499341418683,0.2221529515285204,0.2147
0.221671730279998,1.084084084084084,0.1863,0.1853171550323001,0.2217583643624583,0.2147
0.2211907060203408,1.086086086086086,0.1863,0.1850843759227317,0.2213783273484713,0.214
0.2207098409664926,1.088088088088088,0.1858,0.1848515968131634,0.2210417059459276,0.2135
0.2202291386227705,1.09009009009009,0.1858,0.1846188177035951,0.2201667298955398,0.2134
0.2197486024839121,1.092092092092092,0.1855,0.1843860385940268,0.2198255290954114,0.2133
0.2192682360350404,1.0940940940940942,0.185,0.1841532594844585,0.2193739511476718,0.2128
0.2187880427516289,1.0960960960960962,0.185,0.1839204803748902,0.218879314593683,0.2122
0.2183080260994666,1.098098098098098,0.1848,0.183687701265322,0.2184568580672733,0.2123
0.2178281895346244,1.1001001001001,0.1843,0.1834549221557536,0.217708325795563,0.2115
0.2173485365034208,1.102102102102102,0.1843,0.1832221430461854,0.2174397316596578,0.2112
0.2168690704423877,1.1041041041041042,0.1841,0.182989363936617,0.2169602293696636,0.2106
0.2163897947782377,1.1061061061061062,0.1838,0.1827565848270488,0.2166103433567199,0.2103
0.2159107129278306,1.108108108108108,0.1838,0.1825238057174805,0.2164282880408214,0.21
0.2154318282981397,1.11011011011011,0.1833,0.1822910266079122,0.2152692980091815,0.2092
0.2149531442862206,1.112112112112112,0.1833,0.1820582474983439,0.2148049251023407,0.2094
0.2144746642791773,1.1141141141141142,0.1829,0.1818254683887755,0.214589610112299,0.2086
0.2139963916541312,1.1161161161161162,0.1829,0.1815926892792073,0.214135219568355,0.2085
0.2135183297781886,1.118118118118118,0.1826,0.181359910169639,0.2139392170526934,0.208
0.2130404820084093,1.12012012012012,0.1824,0.1811271310600707,0.2130933718058232,0.2073
0.2125628516917753,1.122122122122122,0.1821,0.1808943519505024,0.2125105672656083,0.2069
0.2120854421651597,1.1241241241241242,0.1819,0.1806615728409341,0.2120617483029015,0.207
0.2116082567552962,1.1261261261261262,0.1816,0.1804287937313658,0.2119042774824685,0.2062
0.211131298778748,1.128128128128128,0.1814,0.1801960146217975,0.2111314779757491,0.2062
0.2106545715418782,1.13013013013013,0.1812,0.1799632355122292,0.21077869128835,0.2057
0.2101780783408195,1.132132132132132,0.1809,0.1797304564026609,0.210664305888917,0.2052
0.2097018224614444,1.1341341341341342,0.1807,0.1794976772930926,0.2094640169181709,0.2048
0.2092258071793364,1.1361361361361362,0.1807,0.1792648981835243,0.2092402427273466,0.2042
0.2087500357597601,1.138138138138138,0.1802,0.179032119073956,0.2088120070957797,0.2042
0.2082745114576329,1.14014014014014,0.1799,0.1787993399643877,0.2084886419844859,0.203
0.207799237517496,1.142142142142142,0.1797,0.1785665608548194,0.2080322858069483,0.2032
0.2073242171734863,1.1441441441441442,0.1794,0.1783337817452511,0.2075429054974934,0.2024
0.2068494536493084,1.1461461461461462,0.1794,0.1781010026356828,0.2068021228484216,0.2028
0.2063749501582067,1.148148148148148,0.179,0.1778682235261145,0.2064699452354196,0.2019
0.2059007099029378,1.15015015015015,0.1787,0.1776354444165462,0.2060051147258616,0.2014
0.2054267360757437,1.1521521521521525,0.1785,0.1774026653069779,0.2056827867083312,0.2013
0.2049530318583244,1.1541541541541542,0.1782,0.1771698861974096,0.2051379093081796,0.2014
0.2044796004218112,1.1561561561561562,0.1782,0.1769371070878413,0.2046880591655294,0.2003
0.2040064449267407,1.158158158158158,0.1777,0.176704327978273,0.2039166849586836,0.2002
0.2035335685230283,1.16016016016016,0.1777,0.1764715488687047,0.2035761981760205,0.2002
0.2030609743499424,1.1621621621621625,0.1775,0.1762387697591364,0.2031319033949102,0.1989
0.2025886655360791,1.1641641641641642,0.1772,0.1760059906495681,0.2026831618537481,0.1987
0.2021166451993364,1.1661661661661662,0.177,0.1757732115399999,0.2022394082996326,0.1985
0.2016449164468895,1.1681681681681682,0.1768,0.1755404324304315,0.2017817556907349,0.1982
0.2011734823751659,1.17017017017017,0.1765,0.1753076533208633,0.2013998534861858,0.1974
0.2007023460698209,1.1721721721721725,0.1763,0.1750748742112949,0.2009098083428577,0.1975
0.2002315106057136,1.1741741741741742,0.176,0.1748420951017266,0.2004388534006176,0.1965
0.1997609790468825,1.1761761761761762,0.1758,0.1746093159921584,0.1999399621429978,0.1965
0.1992907544465221,1.1781781781781782,0.1755,0.1743765368825901,0.1992203629604629,0.1959
0.1988208398469595,1.18018018018018,0.1753,0.1741437577730218,0.1988491007914131,0.1957
0.1983512382796313,1.1821821821821823,0.175,0.1739109786634534,0.198496865303192,0.1952
0.1978819527650606,1.1841841841841845,0.1748,0.1736781995538852,0.1980040337005449,0.1946
0.1974129863128344,1.1861861861861862,0.1746,0.1734454204443169,0.1974646531973559,0.1938
0.1969443419215815,1.1881881881881882,0.1743,0.1732126413347486,0.1970334426255498,0.1937
0.1964760225789502,1.19019019019019,0.1741,0.1729798622251803,0.1966587519914247,0.1935
0.1960080312615864,1.1921921921921923,0.1738,0.172747083115612,0.1962749481710284,0.1931
0.1955403709351129,1.1941941941941945,0.1736,0.1725143040060437,0.1954610287068615,0.1926
0.1950730445541071,1.1961961961961962,0.1736,0.1722815248964754,0.1951151710699377,0.1924
0.1946060550620806,1.1981981981981982,0.1731,0.1720487457869071,0.1946761511482987,0.192
0.1941394053914587,1.2002002002002,0.1731,0.1718159666773388,0.1943027805846559,0.1914
0.1936730984635594,1.2022022022022023,0.1726,0.1715831875677705,0.1938784013449863,0.1915
0.1932071371885738,1.2042042042042045,0.1726,0.1713504084582022,0.1932119115334537,0.1909
0.1927415244655461,1.2062062062062062,0.1724,0.1711176293486339,0.1928300537952116,0.1906
0.1922762631823538,1.2082082082082082,0.1719,0.1708848502390656,0.1924484803744542,0.19
0.1918113562156882,1.21021021021021,0.1719,0.1706520711294973,0.1918904867812936,0.1896
0.1913468064310359,1.2122122122122123,0.1716,0.170419292019929,0.191523439444968,0.1892
0.19088261668266,1.2142142142142145,0.1714,0.1701865129103607,0.1911520492372442,0.1892
0.1904187898135807,1.2162162162162162,0.1711,0.1699537338007924,0.1904700394932552,0.1885
0.1899553286555581,1.2182182182182182,0.1709,0.1697209546912241,0.1900204494367305,0.1877
0.1894922360290735,1.22022022022022,0.1704,0.1694881755816558,0.1897425508749025,0.1875
0.1890295147433122,1.2222222222222223,0.1704,0.1692553964720875,0.1889695855126703,0.1868
0.1885671675961457,1.2242242242242245,0.1702,0.1690226173625192,0.1886135227863306,0.187
0.1881051973741146,1.2262262262262262,0.1699,0.1687898382529509,0.188179192374006,0.1863
0.1876436068524117,1.2282282282282282,0.1697,0.1685570591433826,0.1877129141360239,0.1863
0.1871823987948657,1.23023023023023,0.1694,0.1683242800338144,0.1872239614502555,0.1855
0.186721575953924,1.2322322322322323,0.1692,0.168091500924246,0.1868091555711621,0.1849
0.1862611410706377,1.2342342342342345,0.169,0.1678587218146777,0.1863578597442383,0.1846
0.1858010968746448,1.2362362362362362,0.1687,0.1676259427051094,0.1859161393417191,0.1844
0.1853414460841552,1.2382382382382382,0.1685,0.1673931635955411,0.1855621416247831,0.1838
0.1848821914059353,1.2402402402402402,0.1682,0.1671603844859729,0.1850339606165947,0.1837
0.1844233355352927,1.2422422422422423,0.168,0.1669276053764045,0.1843822390641978,0.1831
0.1839648811560619,1.2442442442442443,0.1677,0.1666948262668363,0.1840016424340062,0.1826
0.1835068309405892,1.2462462462462462,0.1677,0.166462047157268,0.1836213840438753,0.1819
0.1830491875497192,1.2482482482482482,0.1675,0.1662292680476997,0.1831499427741788,0.1821
0.1825919536327802,1.2502502502502502,0.1672,0.1659964889381314,0.1826606210897955,0.1819
0.1821351318275706,1.2522522522522523,0.167,0.1657637098285631,0.1822311223910792,0.181
0.1816787247603461,1.2542542542542543,0.1667,0.1655309307189948,0.1817654962543795,0.1803
0.1812227350458057,1.2562562562562565,0.1665,0.1652981516094265,0.1813276587970798,0.1803
0.1807671652870789,1.2582582582582582,0.1663,0.1650653724998582,0.1808537784204473,0.1803
0.1803120180757138,1.2602602602602602,0.166,0.1648325933902899,0.1804577329972089,0.1793
0.1798572959916637,1.2622622622622623,0.1658,0.1645998142807216,0.1799210554017174,0.1786
0.179403001603276,1.2642642642642643,0.1655,0.1643670351711533,0.1795030193325406,0.1782
0.1789491374672794,1.2662662662662665,0.1653,0.164134256061585,0.1790263762450266,0.1782
0.1784957061287729,1.2682682682682682,0.165,0.1639014769520167,0.1785910225313556,0.1779
0.1780427101212144,1.2702702702702702,0.1648,0.1636686978424484,0.1782557448924818,0.1772
0.1775901519664093,1.2722722722722724,0.1648,0.1634359187328801,0.1781426059813156,0.1768
0.1771380341745002,1.2742742742742743,0.1643,0.1632031396233118,0.1772427904868933,0.1768
0.1766863592439559,1.2762762762762765,0.1643,0.1629703605137435,0.1764838585258437,0.176
0.1762351296615615,1.2782782782782782,0.1638,0.1627375814041752,0.1762130521968371,0.1754
0.175784347902408,1.2802802802802802,0.1636,0.1625048022946069,0.17563138430943,0.1752
0.1753340164298827,1.2822822822822824,0.1636,0.1622720231850386,0.1753341478695668,0.1749
0.1748841376956598,1.2842842842842843,0.1631,0.1620392440754703,0.1749427130879359,0.1748
0.1744347141396912,1.2862862862862865,0.1631,0.161806464965902,0.17456062583087,0.174
0.173985748190197,1.2882882882882882,0.1628,0.1615736858563337,0.1740172401855932,0.1736
0.1735372422636574,1.2902902902902902,0.1626,0.1613409067467654,0.1736224953837974,0.1732
0.173089198764804,1.2922922922922924,0.1624,0.1611081276371971,0.1731833436539953,0.173
0.1726416200866114,1.2942942942942943,0.1621,0.1608753485276288,0.1727312011113337,0.1725
0.1721945086102894,1.2962962962962965,0.1619,0.1606425694180605,0.1722974333020603,0.1724
0.1717478667052755,1.2982982982982982,0.1616,0.1604097903084922,0.171814966908999,0.172
0.1713016967292269,1.3003003003003002,0.1614,0.1601770111989239,0.1712394132499088,0.1714
0.1708560010280138,1.3023023023023024,0.1611,0.1599442320893556,0.170900708953702,0.1705
0.1704107819357125,1.3043043043043043,0.1609,0.1597114529797873,0.1704465289125549,0.1703
0.1699660417745982,1.3063063063063065,0.1606,0.159478673870219,0.170059562261358,0.17
0.169521782855139,1.3083083083083082,0.1604,0.1592458947606508,0.1695751905644582,0.1693
0.1690780074759897,1.3103103103103102,0.1602,0.1590131156510825,0.1691224482169338,0.1692
0.1686347179239855,1.3123123123123124,0.1599,0.1587803365415142,0.1687633108967391,0.169
0.168191916474137,1.3143143143143143,0.1597,0.1585475574319458,0.1684134002440866,0.1685
0.1677496053896241,1.3163163163163163,0.1594,0.1583147783223776,0.1679400255566614,0.1681
0.1673077869217913,1.3183183183183182,0.1592,0.1580819992128093,0.1672682556622217,0.1675
0.1668664633101423,1.3203203203203202,0.1589,0.157849220103241,0.1668974654320751,0.167
0.166425636782336,1.3223223223223224,0.1587,0.1576164409936727,0.1665094586871392,0.1666
0.1659853095541814,1.3243243243243243,0.1584,0.1573836618841044,0.1660910833083868,0.1665
0.165545483829634,1.3263263263263263,0.1584,0.1571508827745361,0.1655939552806006,0.166
0.1651061618007912,1.3283283283283285,0.158,0.1569181036649678,0.1651765442956287,0.1655
0.1646673456478894,1.3303303303303302,0.158,0.1566853245553995,0.1647464188577748,0.165
0.1642290375393001,1.3323323323323324,0.1577,0.1564525454458312,0.1642948652582102,0.1649
0.1637912396315267,1.3343343343343343,0.1575,0.1562197663362629,0.1639533167785041,0.1646
0.1633539540692017,1.3363363363363363,0.1572,0.1559869872266946,0.1636384004707724,0.1646
0.1629171829850842,1.3383383383383385,0.157,0.1557542081171263,0.1629174151359488,0.164
0.1624809285000569,1.3403403403403402,0.1565,0.155521429007558,0.1625726868416696,0.1628
0.1620451927231245,1.3423423423423424,0.1565,0.1552886498979897,0.1620932850637672,0.1628
0.1616099777514113,1.3443443443443444,0.156,0.1550558707884214,0.1616927941301451,0.162
0.1611752856701599,1.3463463463463463,0.156,0.1548230916788531,0.1613101555616588,0.162
0.1607411185527291,1.3483483483483485,0.1558,0.1545903125692848,0.1609714588711996,0.1615
0.1603074784605934,1.3503503503503502,0.1553,0.1543575334597165,0.1602253300735875,0.1613
0.1598743674433415,1.3523523523523524,0.1553,0.1541247543501482,0.1599220945921425,0.1604
0.1594417875386758,1.3543543543543544,0.155,0.1538919752405799,0.159562984287408,0.1602
0.1590097407724118,1.3563563563563563,0.1548,0.1536591961310116,0.1591135229312193,0.1595
0.1585782291584776,1.3583583583583585,0.1545,0.1534264170214433,0.1586818832016469,0.1599
0.1581472546989145,1.3603603603603602,0.1543,0.153193637911875,0.1582033621905128,0.1588
0.1577168193838763,1.3623623623623624,0.154,0.1529608588023067,0.1578115908506712,0.1588
0.1572869251916308,1.3643643643643644,0.1538,0.1527280796927384,0.1573558060768388,0.1586
0.1568575740885595,1.3663663663663663,0.1536,0.1524953005831701,0.1570379994640231,0.1582
0.1564287680291592,1.3683683683683685,0.1533,0.1522625214736018,0.1566176832522283,0.1575
0.1560005089560429,1.3703703703703702,0.1533,0.1520297423640335,0.1560049505777744,0.1573
0.1555727987999408,1.3723723723723724,0.1528,0.1517969632544652,0.15571404759872,0.1566
0.1551456394797027,1.3743743743743744,0.1526,0.1515641841448969,0.1552012916032286,0.1564
0.1547190329022994,1.3763763763763763,0.1523,0.1513314050353287,0.1548129917487731,0.1561
0.1542929809628247,1.3783783783783785,0.1523,0.1510986259257603,0.1543826130537373,0.1555
0.153867485544498,1.3803803803803802,0.1519,0.150865846816192,0.1539399926415386,0.1548
0.1534425485186665,1.3823823823823824,0.1516,0.1506330677066237,0.1535362027002602,0.155
0.1530181717448083,1.3843843843843844,0.1514,0.1504002885970554,0.1530947057455236,0.1542
0.1525943570705355,1.3863863863863863,0.1511,0.1501675094874872,0.1526877146697488,0.1539
0.1521711063315967,1.3883883883883883,0.1509,0.1499347303779188,0.1522135615112804,0.1536
0.1517484213518818,1.3903903903903905,0.1506,0.1497019512683506,0.1518119376669772,0.1531
0.1513263039434239,1.3923923923923924,0.1506,0.1494691721587823,0.1514277144641798,0.1528
0.1509047559064051,1.3943943943943944,0.1504,0.149236393049214,0.1511704963936781,0.1521
0.1504837790291593,1.3963963963963963,0.1501,0.1490036139396457,0.1509178601612114,0.152
0.150063375088177,1.3983983983983983,0.1499,0.1487708348300774,0.1499842449723494,0.1512
0.1496435458481104,1.4004004004004005,0.1497,0.1485380557205091,0.1495053709702229,0.1514
0.1492242930617771,1.4024024024024024,0.1494,0.1483052766109408,0.1492370153667281,0.1505
0.1488056184701662,1.4044044044044044,0.1492,0.1480724975013725,0.1488894113979327,0.1503
0.1483875238024432,1.4064064064064064,0.1492,0.1478397183918042,0.1484419517053161,0.15
0.1479700107759553,1.4084084084084083,0.1487,0.1476069392822359,0.1481162044520866,0.1498
0.1475530810962374,1.4104104104104105,0.1487,0.1473741601726676,0.1475740738569312,0.1492
0.1471367364570177,1.4124124124124124,0.1484,0.1471413810630993,0.1472575525584539,0.1489
0.1467209785402243,1.4144144144144144,0.1482,0.146908601953531,0.1469331440388699,0.1487
0.1463058090159912,1.4164164164164164,0.1477,0.1466758228439627,0.1468999072740777,0.1483
0.1458912295426649,1.4184184184184183,0.1477,0.1464430437343944,0.1464064424117171,0.1475
0.1454772417668116,1.4204204204204205,0.1472,0.1462102646248261,0.1452632132282163,0.1469
0.1450638473232237,1.4224224224224224,0.147,0.1459774855152578,0.1449324292686158,0.147
0.1446510478349274,1.4244244244244244,0.147,0.1457447064056895,0.1445939065208391,0.1465
0.1442388449131899,1.4264264264264264,0.1465,0.1455119272961212,0.1444042641826139,0.1461
0.1438272401575274,1.4284284284284283,0.1465,0.1452791481865529,0.1439389191952272,0.1455
0.1434162351557127,1.4304304304304305,0.1462,0.1450463690769846,0.1434947710710113,0.1451
0.1430058314837831,1.4324324324324325,0.146,0.1448135899674163,0.1429733246410488,0.1451
0.1425960307060494,1.4344344344344344,0.1458,0.144580810857848,0.142661852634043,0.1445
0.1421868343751037,1.4364364364364364,0.1455,0.1443480317482797,0.1423303318600867,0.1442
0.1417782440318284,1.4384384384384383,0.1453,0.1441152526387114,0.1417662048286862,0.1437
0.1413702612054055,1.4404404404404405,0.145,0.1438824735291431,0.1415050960473995,0.1438
0.1409628874133248,1.4424424424424425,0.1448,0.1436496944195748,0.1411791254523537,0.1431
0.1405561241613945,1.4444444444444444,0.1445,0.1434169153100065,0.1404384811347622,0.1427
0.1401499729437495,1.4464464464464464,0.1443,0.1431841362004382,0.140202876869893,0.1423
0.1397444352428621,1.4484484484484486,0.144,0.1429513570908699,0.1398296903639441,0.1418
0.1393395125295515,1.4504504504504503,0.1438,0.1427185779813016,0.1394165401659429,0.1416
0.1389352062629943,1.4524524524524525,0.1436,0.1424857988717333,0.139040455678239,0.1407
0.1385315178907345,1.4544544544544544,0.1436,0.1422530197621651,0.1385881580711095,0.141
0.1381284488486941,1.4564564564564564,0.1433,0.1420202406525968,0.1381688488659616,0.1404
0.1377260005611844,1.4584584584584586,0.1431,0.1417874615430285,0.1378629261910069,0.14
0.1373241744409163,1.4604604604604603,0.1426,0.1415546824334601,0.1374408535458687,0.1394
0.1369229718890121,1.4624624624624625,0.1423,0.1413219033238918,0.1369431945604358,0.139
0.1365223942950164,1.4644644644644644,0.1421,0.1410891242143236,0.1365986105146295,0.1385
0.1361224430369078,1.4664664664664664,0.1421,0.1408563451047553,0.1362105577858325,0.1383
0.1357231194811108,1.4684684684684686,0.1418,0.140623565995187,0.1358829934098724,0.1383
0.1353244249825078,1.4704704704704703,0.1414,0.1403907868856187,0.1356317534542174,0.1376
0.1349263608844512,1.4724724724724725,0.1414,0.1401580077760504,0.1349706026735888,0.1371
0.1345289285187756,1.4744744744744744,0.1409,0.1399252286664821,0.1346803325684148,0.1367
0.1341321292058107,1.4764764764764764,0.1409,0.1396924495569138,0.1340411698825156,0.1364
0.1337359642543935,1.4784784784784786,0.1406,0.1394596704473455,0.1337638166276205,0.136
0.1333404349618821,1.4804804804804803,0.1401,0.1392268913377772,0.133443323507801,0.1356
0.132945542614168,1.4824824824824825,0.1401,0.1389941122282089,0.1330601506563729,0.1354
0.13255128848569,1.4844844844844844,0.1396,0.1387613331186406,0.1326618138817277,0.1349
0.1321576738394471,1.4864864864864864,0.1396,0.1385285540090723,0.1322837969661613,0.1345
0.1317646999270129,1.4884884884884886,0.1394,0.138295774899504,0.1320440256483897,0.1343
0.1313723679885493,1.4904904904904903,0.1392,0.1380629957899357,0.1313923638636908,0.1337
0.1309806792528203,1.4924924924924925,0.1389,0.1378302166803674,0.130996720331086,0.1337
0.1305896349372062,1.4944944944944945,0.1387,0.1375974375707991,0.13076594726179,0.1332
0.1301992362477187,1.4964964964964964,0.1384,0.1373646584612308,0.1301800267254473,0.1326
0.1298094843790149,1.4984984984984986,0.1382,0.1371318793516625,0.1299032256600833,0.1323
0.1294203805144123,1.5005005005005003,0.138,0.1368991002420942,0.1293039545605376,0.1322
0.1290319258259041,1.5025025025025025,0.1377,0.1366663211325259,0.1290592542593048,0.1316
0.1286441214741737,1.5045045045045045,0.1375,0.1364335420229576,0.1287062613555263,0.1313
0.128256968608611,1.5065065065065064,0.137,0.1362007629133893,0.1283925503238158,0.1309
0.1278704683673269,1.5085085085085086,0.137,0.135967983803821,0.1282263423367179,0.1304
0.12748462187717,1.5105105105105106,0.1367,0.1357352046942527,0.1276780814617567,0.1298
0.1270994302537419,1.5125125125125125,0.1367,0.1355024255846844,0.1272232682464556,0.1296
0.1267148946014135,1.5145145145145145,0.1362,0.1352696464751161,0.1266769273859552,0.129
0.126331016013341,1.5165165165165164,0.136,0.1350368673655478,0.1264581172399378,0.129
0.1259477955714826,1.5185185185185186,0.1357,0.1348040882559795,0.1263776413968773,0.1285
0.1255652343466153,1.5205205205205206,0.1355,0.1345713091464112,0.1259108397190919,0.1283
0.1251833333983511,1.5225225225225223,0.1355,0.1343385300368429,0.1248676118176259,0.1277
0.1248020937751544,1.5245245245245245,0.135,0.1341057509272747,0.124638790263248,0.1277
0.1244215165143588,1.5265265265265264,0.135,0.1338729718177063,0.1244142236991109,0.127
0.1240416026421848,1.5285285285285286,0.1345,0.133640192708138,0.1241367870641308,0.1271
0.1236623531737571,1.5305305305305306,0.1345,0.1334074135985697,0.12384467232919,0.1261
0.1232837691131217,1.5325325325325323,0.1343,0.1331746344890015,0.1232915805990953,0.1257
0.1229058514532647,1.5345345345345345,0.134,0.1329418553794332,0.1229173358460959,0.126
0.1225286011761295,1.5365365365365364,0.1338,0.1327090762698649,0.1226154422199344,0.1252
0.1221520192526351,1.5385385385385386,0.1335,0.1324762971602966,0.1222349743561536,0.1249
0.1217761066426945,1.5405405405405406,0.133,0.1322435180507283,0.1218288483336196,0.1249
0.1214008642952332,1.5425425425425423,0.133,0.13201073894116,0.1214947956698195,0.1241
0.1210262931482078,1.5445445445445445,0.1328,0.1317779598315917,0.1211538287195772,0.1234
0.1206523941286244,1.5465465465465464,0.1326,0.1315451807220234,0.1207797483542722,0.12317
0.1202791681525581,1.5485485485485486,0.1326,0.1313124016124551,0.1204063613831241,0.1226
0.1199066161251721,1.5505505505505506,0.1321,0.1310796225028868,0.1201716136164171,0.12244
0.1195347389407364,1.5525525525525523,0.1321,0.1308468433933185,0.119658039097091,0.12225
0.1191635374826476,1.5545545545545547,0.1318,0.1306140642837502,0.1192495231404522,0.12177
0.1187930126234488,1.5565565565565564,0.1316,0.1303812851741819,0.1187379148183317,0.1212
0.1184231652248484,1.5585585585585586,0.1313,0.1301485060646136,0.1185603613951161,0.12115
0.1180539961377412,1.5605605605605606,0.1311,0.1299157269550453,0.118442166677359,0.1209
0.1176855062022275,1.5625625625625623,0.1309,0.129682947845477,0.1175980817675289,0.1206
0.1173176962476337,1.5645645645645647,0.1306,0.1294501687359087,0.1171895209262745,0.1198
0.1169505670925326,1.5665665665665665,0.1304,0.1292173896263404,0.116936113776234,0.11945
0.1165841195447638,1.5685685685685686,0.1301,0.1289846105167721,0.1166612031625147,0.1193
0.1162183544014547,1.5705705705705706,0.1299,0.1287518314072038,0.1163135489539827,0.1189
0.1158532724490408,1.5725725725725723,0.1296,0.1285190522976355,0.1159117744614709,0.1188
0.1154888744632871,1.5745745745745747,0.1294,0.1282862731880672,0.1155763984453942,0.1182
0.115125161209309,1.5765765765765765,0.1294,0.1280534940784989,0.115274365803602,0.1176
0.1147621334415933,1.5785785785785786,0.1292,0.1278207149689306,0.1149366475371277,0.11774
0.1143997919040203,1.5805805805805806,0.1287,0.1275879358593623,0.1143891482529544,0.1173
0.1140381373298846,1.5825825825825826,0.1284,0.127355156749794,0.114143202664154,0.117
0.1136771704419171,1.5845845845845847,0.1282,0.1271223776402257,0.1139555000889473,0.11664
0.1133168919523072,1.5865865865865865,0.128,0.1268895985306574,0.1135408499581392,0.1159
0.1129573025627236,1.5885885885885886,0.1279,0.1266568194210891,0.1132565266118354,0.11584
0.112598402964338,1.5905905905905906,0.1274,0.1264240403115208,0.112714113801,0.115
0.1122401938378461,1.5925925925925926,0.1273,0.1261912612019526,0.1124201619845785,0.11487
0.1118826758534905,1.5945945945945947,0.127,0.1259584820923842,0.1119192996986708,0.1143
0.1115258496710833,1.5965965965965965,0.1268,0.125725702982816,0.1116695218255718,0.11426
0.1111697159400283,1.5985985985985989,0.1267,0.1254929238732476,0.1110853385963784,0.1146
0.1108142752993446,1.6006006006006006,0.1263,0.1252601447636794,0.1106620741293361,0.1136
0.1104595283776886,1.6026026026026026,0.1262,0.1250273656541111,0.1104455954603603,0.1135
0.1101054757933778,1.6046046046046047,0.1259,0.1247945865445427,0.1101409644391703,0.113
0.1097521181544136,1.6066066066066065,0.1257,0.1245618074349745,0.1098475733689821,0.11237
0.1093994560585048,1.6086086086086089,0.1255,0.1243290283254061,0.1095124192273194,0.11237
0.109047490093091,1.6106106106106106,0.1252,0.1240962492158379,0.1090934198102721,0.11176
0.1086962208353662,1.6126126126126126,0.125,0.1238634701062696,0.1088545080021786,0.1118
